	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.01985335545	341.047619048	167.0	1.74043
WT8	4.89245959332	247.181818182	131.0	1.17291
KO2	5.97561314773	285.517241379	171.0	1.84897
KO5	5.94005638839	312.0	174.0	1.43509
OE2	5.53935503104	290.045454545	150.0	1.57593
WT1	5.12141120314	234.916666667	140.0	1.22206
WT2	5.68427396329	246.617647059	165.0	1.87082
WT4	5.67166487283	250.028571429	162.0	1.6335
KO7	5.6952105657	255.12	150.0	1.46004
KO3	4.71606693553	283.3125	128.0	1.26164
WT6	5.64013850968	314.454545455	156.0	1.33755
OE4	5.70441339254	281.535714286	160.0	1.35159
KO9	5.95124884179	308.034482759	173.0	1.6376
WT3	5.64497331266	266.0	158.0	1.66351
KO1	5.70048282406	282.615384615	158.0	1.70277
KO4	5.81153617036	257.571428571	165.0	1.44856
WT5	5.35831181241	205.1	140.0	1.55228
KO8	5.7282066404	283.24	160.0	1.41033
OE6	5.41916365052	215.285714286	131.0	1.54021
OE5	5.52379428845	243.0	141.0	1.2708
WT7	5.95203951222	241.2	156.0	1.7067
OE7	5.51203503366	237.5	140.0	1.29653
WT9	5.23375783686	217.0	137.0	1.79797
OE1	5.67782527126	208.0	143.0	1.5097
OE8	5.73923658219	307.565217391	156.0	1.61205
OE9	5.66011661791	210.44	142.0	1.6079
OE3	5.25218014154	209.181818182	126.0	1.25731
