	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.31355072095	429.166666667	318.0	2.10081
WT8	5.05494883082	392.947368421	252.0	1.9309
KO2	6.2127505198	529.82	338.0	2.16991
KO5	6.14677380279	547.133333333	334.0	2.1074
WT1	5.39193484965	555.441860465	316.0	2.18186
WT2	5.9277028092	450.222222222	318.0	2.20562
WT4	6.04810809604	537.881355932	351.0	2.06391
KO7	6.0524769496	489.12244898	318.0	2.1746
KO3	4.86368010311	353.679245283	264.0	2.09735
WT6	5.88316977904	427.32	303.0	1.87359
KO9	6.12088596174	459.872340426	313.0	1.90292
WT3	5.96821290604	488.0	313.0	2.05771
KO1	5.83459661228	405.731707317	285.0	1.82237
KO4	5.98207639349	480.522727273	310.0	2.16335
WT5	5.6105714534	361.865384615	276.0	1.89516
KO8	5.86135059638	419.372093023	285.0	1.92963
OE6	5.74020109433	423.583333333	269.0	1.92451
OE5	5.84101188279	390.5	278.0	1.91176
WT7	6.14922420857	445.375	320.0	1.91981
OE7	5.68898078969	390.170731707	267.0	1.94246
WT9	5.56487836175	400.918367347	283.0	1.88567
OE9	5.85294191285	388.195652174	274.0	1.95851
