	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.38944505966	697.857142857	435.0	2.32927
WT8	5.17954320757	513.109090909	363.0	2.02179
KO2	6.24204922119	604.791044776	438.0	2.25701
KO5	6.18150846093	610.892307692	432.0	2.03558
WT1	5.44777610445	595.438596491	402.0	2.26258
WT2	6.0775667038	629.6875	448.0	2.24185
WT4	6.0953775372	639.180722892	462.0	2.13033
KO7	6.06326822312	672.113207547	423.0	2.17441
KO3	4.92037145391	527.018518519	362.0	2.25766
WT6	5.87170979732	619.722222222	410.0	2.01376
KO9	6.06351371049	544.714285714	399.0	2.32929
WT3	6.11578892193	589.216666667	420.0	2.32927
KO1	5.88878382856	602.881355932	416.0	2.24853
KO4	6.01393427767	631.0	409.0	2.30742
WT5	5.69428259624	532.25	371.0	2.19692
KO8	5.94758981103	541.692307692	392.0	2.0498
WT7	6.19169405322	634.333333333	419.0	2.05844
WT9	5.59546707429	603.037735849	395.0	2.21996
