	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.0541203318	260.682926829	193.0	1.73093
WT8	5.11564418904	232.551724138	154.0	1.73466
KO2	5.99044919297	343.6	205.0	1.94888
KO5	6.01939244038	435.037037037	213.0	1.91212
OE2	5.69413635271	334.096774194	187.0	1.76988
WT1	5.16995040837	303.483870968	180.0	1.74181
WT2	5.78697977153	365.529411765	208.0	1.73478
WT4	5.91662778086	356.0	204.0	1.92727
KO7	6.04214850125	285.256410256	198.0	1.4597
KO3	4.67901129111	326.789473684	152.0	1.77635
WT6	5.64124483707	302.206896552	182.0	1.7376
OE4	5.65617941146	377.454545455	183.0	1.66894
KO9	5.89375510292	347.096774194	200.0	1.72742
WT3	5.79686465004	347.166666667	184.0	1.96964
KO1	5.82099979163	329.323529412	198.0	1.68703
KO4	5.90439324697	314.622222222	209.0	1.87935
WT5	5.54468028927	322.103448276	184.0	1.35397
KO8	5.79721873671	258.848484848	177.0	1.65485
OE6	5.61167482543	306.391304348	169.0	1.74067
OE5	5.79525090986	260.285714286	181.0	1.17909
WT7	6.03165323398	329.193548387	200.0	1.78481
OE7	5.55011031454	279.0	171.0	1.70901
WT9	5.41824409917	338.875	172.0	1.67247
OE1	5.72632364098	288.04	171.0	1.46206
OE8	5.73996147231	361.6	183.0	1.81001
OE9	5.67037762934	289.714285714	174.0	1.35421
OE3	5.5017692687	246.294117647	169.0	1.75402
