	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.39034302759	563.127659574	362.0	2.26445
WT8	5.16399674969	407.72	290.0	1.96715
KO2	6.205814195	518.898305085	361.0	2.05799
KO5	6.16608015047	530.448979592	354.0	2.12409
WT1	5.457284494	475.25	324.0	2.17227
WT2	6.01498010915	555.777777778	373.0	2.27182
WT4	6.01559722666	557.766666667	374.0	2.10526
KO7	5.99270579883	488.960784314	337.0	2.00488
KO3	4.8979887513	432.75	294.0	2.0705
WT6	5.86665923068	464.716981132	330.0	1.82345
KO9	6.02755012695	437.0	328.0	2.05887
WT3	6.0394670166	497.442307692	346.0	2.29201
KO1	5.88375244144	467.716981132	333.0	2.14252
KO4	5.99581731998	560.066666667	350.0	2.10627
WT5	5.64584027932	422.9375	307.0	2.13092
KO8	5.93475073589	640.84375	328.0	2.03691
WT7	6.14444900399	541.066666667	346.0	1.92573
OE7	5.72060967507	398.113207547	299.0	2.01015
WT9	5.58647813528	403.55	316.0	2.13394
