	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.39445164772	630.096774194	445.0	2.11512
WT8	5.16668828257	466.818181818	364.0	2.01365
KO2	6.20581165183	594.114754098	430.0	2.14624
KO5	6.1686634437	599.353846154	432.0	2.19774
WT1	5.50839291062	609.672413793	417.0	2.2412
WT2	6.04272435726	630.25	444.0	2.30765
WT4	6.1084407771	639.126582278	472.0	2.12985
KO7	6.05289253956	614.25	428.0	2.30653
KO3	4.90737621879	617.558139535	368.0	2.04439
WT6	5.88740569897	609.5	404.0	2.14665
KO9	6.1152685114	527.785714286	408.0	2.20242
WT3	6.08441482694	548.068493151	426.0	2.35173
KO1	5.90720628926	584.631578947	409.0	2.2387
KO4	5.98314045708	661.058823529	424.0	2.33018
WT5	5.66617402102	559.267857143	388.0	2.19708
KO8	5.95362181411	670.638297872	400.0	2.04163
WT7	6.19455608583	618.8	425.0	2.13159
WT9	5.59703966491	579.524590164	406.0	2.22652
