	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.33919842468	543.442307692	359.0	2.19836
WT8	5.14767591223	466.37254902	307.0	1.97717
KO2	6.29119967985	636.692307692	389.0	2.18808
KO5	6.14484064188	477.0	354.0	2.10581
WT1	5.4807158194	496.857142857	324.0	2.04893
WT2	6.03366043052	534.833333333	381.0	2.25158
WT4	6.02108208468	621.0	384.0	2.06379
KO7	5.93568183638	460.25862069	333.0	2.09328
KO3	4.82777574474	400.9375	285.0	2.0082
WT6	5.83142368163	435.111111111	320.0	1.82972
KO9	6.09257421819	561.692307692	340.0	2.15698
WT3	6.04493223708	503.542372881	357.0	2.25594
KO1	5.86382418872	479.75	331.0	2.27081
KO4	5.96092446529	470.468085106	331.0	2.21309
WT5	5.6122438642	470.025	309.0	1.88091
KO8	5.92155614388	491.47826087	323.0	1.97665
WT7	6.19679899178	482.166666667	353.0	2.04284
OE7	5.69809194155	414.056603774	303.0	2.02501
WT9	5.62342015168	497.285714286	334.0	2.00069
