	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.37390395274	566.2	410.0	2.2646
WT8	5.14078451332	452.857142857	326.0	1.96724
KO2	6.2456719922	636.666666667	422.0	2.28897
KO5	6.22532537216	612.266666667	421.0	2.04144
WT1	5.44740915395	492.690140845	380.0	2.19725
WT2	6.05558281004	531.083333333	411.0	2.26465
WT4	6.06281955134	620.35	424.0	2.13019
KO7	6.01346249872	619.568965517	403.0	2.24147
KO3	4.91378773736	530.0	350.0	2.19927
WT6	5.87282877641	506.666666667	369.0	1.91886
KO9	6.03907544579	602.466666667	380.0	1.99889
WT3	6.09838084969	521.916666667	400.0	2.32885
KO1	5.93380325981	529.109090909	379.0	2.13497
KO4	6.02185277343	650.918367347	401.0	2.0864
WT5	5.6198002787	548.428571429	341.0	2.21849
KO8	5.94603224639	551.25	375.0	2.2855
WT7	6.22494075677	535.328125	394.0	2.23552
WT9	5.60126322226	532.6	373.0	2.04161
