	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.35590383862	590.75	402.0	2.21279
WT8	5.15040641436	491.5	334.0	1.95477
KO2	6.25663551858	652.117647059	412.0	2.26699
KO5	6.14966567099	543.721311475	391.0	2.07143
WT1	5.44896786671	520.2	363.0	2.17101
WT2	5.99106597844	531.245901639	398.0	2.19532
WT4	6.07270093705	665.923076923	429.0	2.12971
KO7	5.97418940817	543.170212766	362.0	2.28434
KO3	4.84847994329	422.117647059	313.0	2.00079
WT6	5.80687599303	498.352941176	356.0	1.98538
KO9	6.11469104566	527.882352941	371.0	2.06182
WT3	6.07683464045	542.266666667	387.0	2.35187
KO1	5.86418997729	568.701754386	383.0	2.2161
KO4	5.99621545577	508.610169492	373.0	2.29385
WT5	5.63920478813	502.512195122	337.0	2.08605
KO8	5.95225471808	538.538461538	362.0	2.22684
WT7	6.198406356	591.716981132	392.0	2.10089
WT9	5.60681898383	503.015384615	370.0	2.2123
