	shannon	chao1	observed_otus	PD_whole_tree
KO6	5.97488792352	258.076923077	157.0	1.57446
WT8	5.06464194768	282.0	139.0	1.31065
KO2	5.910537051	237.2	159.0	1.64691
KO5	5.89562548843	239.65625	162.0	1.48691
OE2	5.56716667807	229.615384615	142.0	1.2207
WT1	5.20739404044	301.0	147.0	1.31291
WT2	5.72988080697	271.333333333	166.0	1.37211
WT4	5.96542925373	264.363636364	171.0	1.7702
KO7	5.82278525693	264.5	155.0	1.69915
KO3	4.88634692312	221.027777778	146.0	1.69152
WT6	5.53794830719	224.2	146.0	1.47417
OE4	5.60078350233	263.3	146.0	1.59314
KO9	5.95988709102	317.64	168.0	1.75697
WT3	5.90232174707	312.565217391	161.0	1.37739
KO1	5.71739295917	242.137931034	154.0	1.76654
KO4	5.66131707899	289.222222222	157.0	1.65797
WT5	5.24883648319	187.037037037	130.0	1.6255
KO8	5.63634175997	362.681818182	164.0	1.803
OE6	5.5290601808	261.434782609	144.0	1.62382
OE5	5.71026578257	254.636363636	148.0	1.4603
WT7	5.90832270769	282.538461538	161.0	1.64835
OE7	5.42410054717	301.25	137.0	1.52245
WT9	5.35374120818	210.666666667	136.0	1.56855
OE1	5.72208939326	250.541666667	147.0	1.75857
OE8	5.76417469404	253.24	151.0	1.40152
OE9	5.63426362959	252.5	146.0	1.22649
OE3	5.32836620845	262.714285714	141.0	1.18165
