	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.19385875637	345.487179487	216.0	1.8511
WT8	4.97614201938	312.052631579	154.0	1.21576
KO2	6.0488881254	354.0	207.0	1.73283
KO5	5.97687934895	308.341463415	204.0	1.73
OE2	5.59755769667	333.5	184.0	1.83725
WT1	5.4452935342	299.097560976	197.0	1.75287
WT2	5.90468933822	370.666666667	219.0	2.05289
WT4	5.87099327101	391.384615385	201.0	1.72971
KO7	5.80500311595	338.7	193.0	1.7737
KO3	4.72253997661	249.387096774	155.0	1.71959
WT6	5.60539582518	251.15	178.0	1.56742
OE4	5.69879256025	270.387096774	176.0	1.3478
KO9	5.94039277864	338.181818182	200.0	1.77897
WT3	5.89852651355	371.25	198.0	1.74816
KO1	5.79093684246	310.666666667	192.0	1.80482
KO4	5.78445568607	249.256410256	180.0	1.37893
WT5	5.40005716137	241.176470588	166.0	1.37639
KO8	5.72073020916	253.365853659	182.0	1.36789
OE6	5.63252131325	244.0	171.0	1.35487
OE5	5.70050095079	280.228571429	183.0	1.82433
WT7	6.02409978545	395.130434783	201.0	1.80646
OE7	5.57227756621	322.75	174.0	1.68187
WT9	5.44824387819	268.84375	175.0	1.72687
OE1	5.71366204061	310.375	172.0	1.17179
OE8	5.81138174242	282.184210526	186.0	1.79301
OE9	5.76448808496	234.0	169.0	1.30067
OE3	5.38466210753	276.625	161.0	1.55165
