	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.3500781858	572.733333333	443.0	2.32927
WT8	5.16981441915	526.962264151	376.0	2.01433
KO2	6.28117285218	666.285714286	473.0	2.32341
KO5	6.19106247866	569.383561644	438.0	2.10849
WT1	5.51946335647	528.5	416.0	2.24793
WT2	6.04412260625	609.220338983	449.0	2.30765
WT4	6.08047707313	617.235294118	475.0	2.17409
KO7	6.04035897276	574.859375	425.0	2.22714
KO3	4.87350712945	495.666666667	358.0	2.2283
WT6	5.87381896046	599.631578947	419.0	2.19074
KO9	6.13099793948	595.872727273	424.0	2.33005
WT3	6.10536131845	594.015384615	440.0	2.35187
KO1	5.88280477525	566.151515152	425.0	2.24849
KO4	6.00736423104	612.571428571	428.0	2.30837
WT5	5.68375743541	571.352941176	394.0	2.19702
KO8	6.00142430551	578.85	412.0	2.12925
WT7	6.1972022791	645.837837838	463.0	2.27885
WT9	5.62191389204	595.051724138	420.0	2.30718
