	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.39764523195	525.6	366.0	2.07069
WT8	5.14844983347	408.145833333	290.0	1.94039
KO2	6.26613781049	615.0	385.0	2.10227
KO5	6.14499395888	572.651162791	356.0	2.13171
WT1	5.47983647438	514.725490196	340.0	2.17507
WT2	6.00495651798	487.015873016	364.0	2.29313
WT4	6.05318215617	533.5	369.0	2.15173
KO7	6.05591921456	444.111111111	329.0	2.0191
KO3	4.86098879019	488.404255319	310.0	1.93768
WT6	5.82935045583	495.146341463	321.0	1.94297
KO9	6.09617389373	458.591836735	334.0	2.21372
WT3	6.03427785529	494.5	337.0	2.1603
KO1	5.87458640724	465.0	320.0	2.07894
KO4	5.94677166024	464.294117647	338.0	2.20179
WT5	5.61107116417	429.346938776	307.0	2.159
KO8	5.92983774271	595.736842105	336.0	1.99105
WT7	6.20086834945	490.046875	357.0	2.23576
OE7	5.70858680414	383.842105263	297.0	2.02501
WT9	5.59205627829	493.3	323.0	1.97874
