	shannon	chao1	observed_otus	PD_whole_tree
KO6	5.76841973229	189.0	117.0	1.72895
WT8	4.61009976859	154.769230769	82.0	1.15509
KO2	5.60895273618	171.6	110.0	1.53656
KO5	5.80220452521	310.153846154	119.0	0.93964
OE2	5.54850653559	189.454545455	109.0	1.03765
WT1	5.4099898656	172.84	109.0	1.0434
WT2	5.63598785068	253.333333333	123.0	1.628
WT4	5.59394779701	275.0	114.0	1.60437
KO7	5.67059253205	191.565217391	112.0	1.23444
KO3	4.48333646122	115.681818182	82.0	1.05895
WT6	5.21562896259	198.75	99.0	0.9926
OE4	5.33357086708	202.526315789	103.0	1.17088
KO9	5.96014958922	201.037037037	124.0	1.7575
WT3	5.45675791873	174.807692308	109.0	1.57606
KO1	5.53769977719	260.176470588	114.0	1.63492
KO4	5.50071409106	193.181818182	110.0	1.3756
WT5	5.10671691807	253.0	94.0	1.42447
KO8	5.49141355514	179.0	102.0	1.27271
OE6	5.20935352658	153.333333333	85.0	0.9689
OE5	5.5292329514	192.476190476	111.0	1.32314
WT7	5.76357669213	176.166666667	112.0	1.55386
OE7	5.48232459955	213.055555556	108.0	1.03567
WT9	5.16597267658	197.75	98.0	1.05192
OE1	5.62297119466	257.230769231	107.0	1.46453
OE8	5.44835325599	186.071428571	95.0	1.45054
OE9	5.40022460615	176.0	98.0	1.17151
OE3	5.12099903565	140.5	91.0	1.14314
