	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.37686734919	591.615384615	431.0	2.11513
WT8	5.1456484157	484.537313433	367.0	2.01459
KO2	6.26849250909	571.447058824	452.0	2.30144
KO5	6.18652620334	628.8	435.0	2.24177
WT1	5.48256381716	511.05	386.0	2.24072
WT2	6.02497870884	587.042857143	442.0	2.33025
WT4	6.03959008043	687.470588235	461.0	2.12955
KO7	6.02141731643	527.313432836	406.0	2.2842
KO3	4.89253961126	476.049180328	359.0	2.13884
WT6	5.84846559794	556.132075472	393.0	2.14665
KO9	6.13132996984	570.04109589	429.0	2.29461
WT3	6.07325874795	578.537313433	427.0	2.35173
KO1	5.92212294372	542.092307692	405.0	2.24562
KO4	6.00090794002	567.064516129	419.0	2.26448
WT5	5.69348461368	512.114285714	396.0	2.21879
KO8	5.98154032944	614.642857143	407.0	2.21657
WT7	6.20212580551	638.161290323	433.0	2.12424
WT9	5.61249171211	591.701754386	406.0	2.10836
