	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.28062552868	438.058823529	305.0	1.95004
WT8	5.12719355452	383.893617021	254.0	1.84808
KO2	6.16242649613	495.636363636	297.0	2.04508
KO5	6.1693487829	419.590909091	315.0	2.01008
WT1	5.40498482704	414.926829268	274.0	2.12832
WT2	5.95226173432	515.243902439	317.0	2.15095
WT4	6.06029890269	429.833333333	298.0	2.02291
KO7	5.94750936054	418.318181818	287.0	2.04256
KO3	4.88064138479	356.208333333	251.0	1.90805
WT6	5.79445549361	381.113207547	282.0	1.93352
KO9	6.11174749129	383.063829787	284.0	2.11456
WT3	6.01270843409	483.23255814	303.0	1.9548
KO1	5.91242172025	444.872340426	298.0	2.18252
KO4	5.92320786636	428.558139535	284.0	2.15703
WT5	5.65931905512	406.552631579	271.0	1.85117
KO8	5.91093681635	387.5	272.0	1.96589
OE6	5.69160379957	374.571428571	247.0	1.80714
OE5	5.83585583606	403.486486486	267.0	1.9116
WT7	6.17752128791	485.977272727	307.0	1.96185
OE7	5.66041452842	391.318181818	260.0	2.02473
WT9	5.52270114845	426.270833333	280.0	1.99755
OE1	5.87655832862	457.285714286	270.0	1.94044
OE9	5.8512444729	387.642857143	265.0	1.87995
