	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.3526595877	482.181818182	339.0	2.02762
WT8	5.1229498875	384.0	279.0	1.90401
KO2	6.16024944629	584.957446809	344.0	2.19117
KO5	6.08898034243	518.023255814	329.0	1.92477
WT1	5.41883478333	401.482758621	300.0	1.95646
WT2	5.96943437246	441.459016393	334.0	2.19911
WT4	5.99682955262	550.06	347.0	2.07072
KO7	5.94154844906	481.0625	317.0	2.005
KO3	4.83424839795	417.902439024	269.0	2.07939
WT6	5.78112043361	391.157894737	299.0	1.88023
KO9	6.08835187742	474.357142857	310.0	1.9881
WT3	6.05054187125	476.962264151	326.0	2.137
KO1	5.770688408	497.447368421	300.0	2.01234
KO4	5.92503639802	553.5	319.0	2.31502
WT5	5.58732547468	409.25	283.0	1.8539
KO8	5.94626307284	501.65	311.0	2.01276
OE6	5.744540801	414.326086957	284.0	1.92451
WT7	6.12200642211	550.526315789	323.0	2.01091
OE7	5.66451067129	446.534883721	286.0	2.02501
WT9	5.60001196061	460.886363636	304.0	1.85299
OE9	5.89018810918	406.733333333	290.0	1.97365
