	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.25065192211	371.875	205.0	1.74849
WT8	4.93526993126	261.935483871	160.0	1.73589
KO2	6.14330518512	343.028571429	210.0	1.83275
KO5	5.872164921	241.632653061	188.0	1.70518
OE2	5.52667499192	329.454545455	171.0	1.5053
WT1	5.22904564405	291.333333333	185.0	1.8869
WT2	5.86707597762	437.875	206.0	2.01788
WT4	5.72872606564	321.607142857	188.0	1.8791
KO7	5.80499059723	350.24137931	193.0	1.58865
KO3	4.72130702618	297.307692308	160.0	1.53191
WT6	5.5756240159	276.486486486	180.0	1.57688
OE4	5.59987490072	300.4	174.0	1.81359
KO9	5.91466463055	276.069767442	195.0	1.75656
WT3	5.8720196261	273.0	192.0	1.98266
KO1	5.64386852622	325.0	187.0	1.89131
KO4	5.91772033451	277.405405405	192.0	1.76935
WT5	5.5240405002	325.25	180.0	1.73746
KO8	5.84397763301	260.171428571	183.0	1.49672
OE6	5.68796983932	273.885714286	179.0	1.51557
OE5	5.73173206835	288.0	180.0	1.65941
WT7	6.01784066886	348.032258065	204.0	1.75821
OE7	5.65866885493	291.916666667	170.0	1.48226
WT9	5.32760418949	311.714285714	175.0	1.75344
OE1	5.77307514994	299.903225806	182.0	1.54949
OE8	5.86233746109	262.026315789	183.0	1.73566
OE9	5.81484466979	277.757575758	182.0	1.62983
OE3	5.48583025359	250.636363636	171.0	1.75449
