	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.39888040844	603.041666667	454.0	2.28472
WT8	5.15451006651	545.960784314	379.0	2.0365
KO2	6.23389231573	631.590909091	460.0	2.236
KO5	6.20466642802	578.085714286	445.0	2.21327
WT1	5.4833873846	563.138888889	428.0	2.22635
WT2	6.03557794246	623.615384615	463.0	2.31505
WT4	6.08306725281	638.037037037	481.0	2.17409
KO7	6.05984599899	598.442622951	432.0	2.30821
KO3	4.90080282343	525.875	383.0	2.2508
WT6	5.88476368309	519.0	417.0	2.12184
KO9	6.12764338065	568.151515152	427.0	2.23548
WT3	6.09560455008	572.381578947	448.0	2.32927
KO1	5.91365305311	621.454545455	429.0	2.27064
KO4	6.05970470358	586.692307692	437.0	2.19667
WT5	5.68447915942	539.6	402.0	2.20464
KO8	5.96727901477	609.263157895	421.0	2.14547
WT7	6.20782769371	636.6875	455.0	2.27869
WT9	5.58298700715	554.153846154	415.0	2.23496
