	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.34902860257	494.471698113	362.0	2.08741
WT8	5.15489909351	479.0	324.0	2.01405
KO2	6.21912904143	487.0	370.0	2.01167
KO5	6.14723470432	515.047619048	384.0	2.1442
WT1	5.48525042357	524.695652174	348.0	2.00479
WT2	6.00297150794	519.344827586	377.0	2.17644
WT4	6.06977611052	598.722222222	389.0	2.06391
KO7	5.99983387795	481.803571429	350.0	2.22607
KO3	4.86893280008	464.06	314.0	1.94629
WT6	5.85492794629	471.0	354.0	1.89661
KO9	6.0452416804	490.474576271	357.0	2.14572
WT3	6.02599658178	505.25	354.0	2.29324
KO1	5.8625104473	523.684210526	365.0	2.20473
KO4	6.06523716162	611.790697674	369.0	2.06449
WT5	5.66803307769	444.549019608	327.0	2.00517
KO8	5.94412979658	463.654545455	336.0	2.08515
WT7	6.13231893598	574.444444444	373.0	2.08605
WT9	5.58287536167	537.442307692	353.0	2.14663
