	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.32786004679	479.0	339.0	2.00436
WT8	5.15336841678	465.458333333	304.0	1.9736
KO2	6.21410595336	493.58490566	345.0	2.23262
KO5	6.19909494278	541.32	355.0	1.94889
WT1	5.4484820566	472.826086957	315.0	2.21365
WT2	5.9887859927	475.016393443	350.0	2.06464
WT4	6.01167121695	606.0	376.0	2.06384
KO7	6.03023587287	438.294117647	325.0	2.15841
KO3	4.82279070745	367.590909091	288.0	2.13493
WT6	5.79569221257	472.80952381	314.0	1.82537
KO9	6.07622758338	488.022222222	324.0	2.02383
WT3	6.02817381071	519.56	344.0	2.23389
KO1	5.82770223247	540.15	324.0	2.07082
KO4	5.98683413002	498.20754717	340.0	2.08602
WT5	5.59404646575	368.62295082	300.0	2.13128
KO8	5.90910014696	521.5	303.0	1.82049
WT7	6.18405712389	565.902439024	342.0	2.04397
OE7	5.73694163665	424.448979592	293.0	2.02501
WT9	5.64916896934	495.555555556	333.0	2.19271
OE9	5.86966543744	413.386363636	294.0	1.97351
