	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.37678146901	524.7	357.0	2.02375
WT8	5.11386700726	413.679245283	290.0	1.57095
KO2	6.20099573725	553.127659574	352.0	2.21326
KO5	6.10794978061	500.638297872	341.0	2.16074
WT1	5.44258147104	483.893617021	319.0	2.16859
WT2	5.99572991442	590.446808511	359.0	2.20537
WT4	6.04075371669	529.114754098	365.0	2.04065
KO7	6.01290400109	495.12	330.0	2.12259
KO3	4.85919877785	495.75	302.0	2.02763
WT6	5.80798688802	424.901639344	323.0	1.85457
KO9	6.05930875075	460.981132075	324.0	2.17752
WT3	6.03691790145	520.142857143	341.0	2.13776
KO1	5.88454010244	507.20754717	334.0	2.05713
KO4	5.95118800585	432.145833333	314.0	2.12437
WT5	5.63457766749	438.418604651	299.0	1.95242
KO8	5.99470952233	599.567567568	329.0	2.02808
WT7	6.12618881705	544.063829787	340.0	2.07476
OE7	5.69691788553	383.388888889	288.0	2.02501
WT9	5.55322652926	489.525	305.0	1.94013
OE9	5.87765436593	437.926829268	297.0	1.97351
