	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.29001455228	417.11627907	302.0	2.13817
WT8	5.11947084407	437.575	265.0	1.85555
KO2	6.15989600783	470.770833333	317.0	2.03452
KO5	6.10815910865	590.029411765	324.0	1.9271
WT1	5.39765332033	533.323529412	298.0	2.02687
WT2	5.91471740405	477.5	320.0	2.1437
WT4	6.06144375077	571.678571429	353.0	2.07058
KO7	5.96200773104	529.609756098	309.0	1.91925
KO3	4.90296603498	345.125	256.0	1.92569
WT6	5.7687003204	415.078431373	291.0	1.87575
KO9	6.08840875707	459.529411765	310.0	2.04418
WT3	5.99436464431	552.8	324.0	2.27023
KO1	5.85180680895	473.522727273	303.0	1.99723
KO4	6.01261794042	503.466666667	320.0	2.19661
WT5	5.60427794529	385.319148936	280.0	1.93308
KO8	5.87817709137	416.4	288.0	1.9496
OE6	5.70993330806	414.976744186	273.0	1.85585
OE5	5.85928962355	399.238095238	279.0	1.89005
WT7	6.03979351111	444.06	306.0	1.93016
OE7	5.71204109053	368.636363636	265.0	2.00225
WT9	5.56952525809	396.204081633	289.0	2.19005
OE9	5.86232632536	406.477272727	280.0	1.60399
