	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.3883796276	600.3	447.0	2.11617
WT8	5.13288417251	503.096774194	372.0	2.05842
KO2	6.27161184283	654.095890411	471.0	2.27975
KO5	6.18280490367	619.838709677	442.0	2.08522
WT1	5.48042441507	608.3125	429.0	2.26288
WT2	6.04794208702	668.1	464.0	2.31489
WT4	6.08765776856	630.012658228	475.0	2.17423
KO7	6.06073442962	615.666666667	425.0	2.2636
KO3	4.91830294585	527.15625	390.0	2.23721
WT6	5.90478326099	559.105263158	412.0	2.19074
KO9	6.14860597792	618.017241379	433.0	2.19417
WT3	6.11436784878	607.642857143	448.0	2.35173
KO1	5.92678517388	578.133333333	437.0	2.27063
KO4	5.98089189489	587.438596491	424.0	2.30807
WT5	5.69051867117	563.0	391.0	2.17553
KO8	5.9480616246	597.551724138	410.0	2.10107
WT7	6.21298066196	609.287671233	450.0	2.14533
WT9	5.62178053843	550.014925373	413.0	2.2351
