	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.40234505207	622.886792453	434.0	2.29198
WT8	5.15977268842	543.365384615	372.0	1.98903
KO2	6.24081222411	617.038961039	458.0	2.32297
KO5	6.17643712918	694.903846154	441.0	2.04983
WT1	5.52577677334	613.949152542	422.0	2.28486
WT2	6.05807489456	615.630769231	446.0	2.33005
WT4	6.09215523403	624.012658228	463.0	2.11733
KO7	6.03184636418	636.684210526	430.0	2.04885
KO3	4.90572190455	487.471698113	355.0	2.14741
WT6	5.86169005621	562.666666667	406.0	2.0354
KO9	6.11388121341	548.58490566	400.0	2.28534
WT3	6.09268995854	576.086956522	431.0	2.3299
KO1	5.9056215245	624.288135593	422.0	2.24153
KO4	6.03852416239	631.021276596	415.0	2.29338
WT5	5.65118166042	506.471698113	374.0	2.1387
KO8	5.93741056445	687.0	407.0	2.10608
WT7	6.20622439705	636.411764706	447.0	2.27871
WT9	5.61318282228	549.0	395.0	2.21298
