	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.34361296279	532.12244898	361.0	2.04182
WT8	5.10260297663	498.957446809	315.0	1.95297
KO2	6.2253248081	547.701754386	377.0	2.25733
KO5	6.21033667933	542.725490196	368.0	2.06496
WT1	5.44522266127	481.914893617	330.0	2.20072
WT2	6.07128852011	466.058823529	373.0	2.24899
WT4	6.0714113256	554.507042254	395.0	1.9941
KO7	5.98006060593	480.178571429	344.0	2.24907
KO3	4.83209923472	472.893617021	308.0	2.13732
WT6	5.8675230469	480.264150943	341.0	1.92466
KO9	6.11441591072	533.9	353.0	2.01736
WT3	6.05630047973	582.630434783	365.0	2.29229
KO1	5.85089354956	540.388888889	355.0	2.14604
KO4	5.99994635005	470.037735849	342.0	1.99793
WT5	5.66031815708	425.058823529	318.0	2.14586
KO8	5.92796808653	439.549019608	322.0	1.98055
WT7	6.13623751854	552.807692308	363.0	2.15085
WT9	5.5635196087	536.6	342.0	2.12094
