	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.36434577829	594.216666667	425.0	2.08602
WT8	5.15259004971	490.789473684	357.0	2.05798
KO2	6.22801057961	586.269230769	443.0	2.21401
KO5	6.21382531781	594.378787879	434.0	2.24903
WT1	5.49989883011	591.181818182	415.0	2.24104
WT2	6.0412909813	626.25	431.0	2.27113
WT4	6.12476456054	615.2	454.0	2.15245
KO7	6.07045753664	622.131147541	429.0	2.24925
KO3	4.9032786037	607.170731707	363.0	1.93808
WT6	5.90121473431	501.0	388.0	2.14671
KO9	6.14093107592	545.737704918	404.0	2.31675
WT3	6.08462370692	597.029850746	428.0	2.32927
KO1	5.93148929583	577.797101449	418.0	2.26371
KO4	6.03579979507	542.158730159	407.0	2.27146
WT5	5.67119629756	487.267857143	364.0	2.18251
KO8	5.94709939133	561.538461538	385.0	2.14378
WT7	6.20166882265	648.153846154	440.0	2.30051
WT9	5.61601844122	519.046153846	394.0	2.13014
