	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.36025333849	521.178571429	385.0	2.13741
WT8	5.10587575251	463.982142857	330.0	2.01312
KO2	6.20506897075	566.820895522	411.0	2.23503
KO5	6.16146864784	636.595744681	402.0	1.98345
WT1	5.49087348248	590.306122449	386.0	2.14953
WT2	6.02721705647	624.722222222	415.0	2.27397
WT4	6.06573823913	711.368421053	435.0	2.09507
KO7	6.02230618157	558.538461538	382.0	2.28547
KO3	4.86059256847	553.063829787	349.0	2.22936
WT6	5.8532391287	530.392857143	376.0	2.03189
KO9	6.10231940467	553.915254237	389.0	2.21606
WT3	6.04875837321	584.2	397.0	2.22684
KO1	5.88644032018	492.545454545	377.0	2.21896
KO4	5.98560623424	479.875	384.0	2.28626
WT5	5.72986281711	518.166666667	351.0	2.17477
KO8	5.96211685093	514.181818182	371.0	2.13929
WT7	6.19297283644	611.120689655	408.0	2.26369
WT9	5.55480889218	487.050847458	364.0	2.05778
