	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.37579391099	514.285714286	351.0	2.05632
WT8	5.15459831233	418.1	305.0	1.85595
KO2	6.21837164995	508.638297872	349.0	2.17667
KO5	6.1207612141	485.264150943	346.0	2.04136
WT1	5.47168700059	465.789473684	332.0	2.24074
WT2	6.04477825304	475.016393443	356.0	2.25513
WT4	6.03411419015	594.105263158	382.0	2.03873
KO7	5.96892466079	478.725490196	334.0	2.26291
KO3	4.86028595985	473.5	295.0	2.06167
WT6	5.82055138093	504.0	332.0	2.01484
KO9	6.06157573779	553.5	348.0	2.20374
WT3	6.06003455333	505.344827586	354.0	2.29214
KO1	5.84141191786	441.185185185	324.0	2.11268
KO4	6.01917364062	533.875	351.0	2.27089
WT5	5.68268606099	465.538461538	309.0	1.9837
KO8	5.93780198324	487.365853659	319.0	2.01265
WT7	6.14280475546	584.522727273	357.0	2.08045
OE7	5.71327011451	397.381818182	300.0	2.02501
WT9	5.61861023011	458.25862069	331.0	2.03594
