	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.40893319121	570.149253731	427.0	2.279
WT8	5.16826298332	463.051724138	352.0	2.03606
KO2	6.23825542383	659.880597015	448.0	2.24339
KO5	6.17158333302	569.0	426.0	2.04146
WT1	5.47744890518	557.982758621	395.0	2.23539
WT2	6.03941559197	584.220338983	424.0	2.31489
WT4	6.08473875352	623.073170732	466.0	2.08605
KO7	6.00004807208	537.338709677	400.0	2.24925
KO3	4.9117844365	531.381818182	362.0	2.19137
WT6	5.88044925775	582.909090909	406.0	1.94692
KO9	6.12133711042	590.122807018	412.0	2.11387
WT3	6.09800895013	584.164179104	424.0	2.33749
KO1	5.91489640914	538.238095238	401.0	2.27063
KO4	5.98074456266	549.888888889	397.0	2.24175
WT5	5.64336623369	567.022222222	369.0	1.97638
KO8	6.01717339675	567.172413793	397.0	2.02658
WT7	6.23216608497	600.078947368	441.0	2.05801
WT9	5.58841620891	545.318181818	400.0	2.06011
