	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.28035664373	506.236842105	312.0	2.04266
WT8	5.1231864988	346.651162791	245.0	1.89705
KO2	6.26189985818	560.731707317	320.0	2.17716
KO5	6.16268493279	493.559322034	331.0	1.98846
WT1	5.47004315631	471.0	296.0	2.16675
WT2	5.98529372315	443.87755102	303.0	2.15793
WT4	5.96167874617	538.333333333	319.0	1.99479
KO7	5.9628976208	380.803278689	293.0	2.11546
KO3	4.8069411382	382.216216216	243.0	2.03521
WT6	5.77756427515	512.341463415	295.0	1.65845
KO9	6.05933181853	455.153846154	290.0	1.91315
WT3	5.91947044864	447.097560976	290.0	2.07194
KO1	5.88315840699	492.783783784	290.0	2.23397
KO4	5.97327438637	521.333333333	303.0	2.04228
WT5	5.66435955859	434.657894737	274.0	2.11621
KO8	5.89626614482	382.8	275.0	1.96766
OE6	5.71875913205	390.894736842	258.0	1.85549
OE5	5.87929866846	391.733333333	275.0	1.91176
WT7	6.17185681936	495.125	315.0	2.01304
OE7	5.69724808398	380.695652174	262.0	1.96798
WT9	5.51667434933	525.285714286	282.0	1.91014
OE1	5.88431466504	472.84375	268.0	1.96222
OE9	5.88844654856	398.027777778	266.0	1.96097
