	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.27605973602	459.025	298.0	1.94587
WT8	5.06613587667	387.25	251.0	1.96615
KO2	6.09208755846	485.977272727	307.0	1.95506
KO5	6.13291145558	475.777777778	300.0	1.83006
WT1	5.47101321813	424.56097561	281.0	2.03622
WT2	6.01447520116	464.833333333	319.0	2.21973
WT4	6.00761616083	483.517857143	322.0	2.04017
KO7	5.97749048565	504.630434783	308.0	2.13496
KO3	4.79569519702	360.0	255.0	1.77237
WT6	5.75862767704	365.188679245	268.0	1.89731
KO9	6.06034572107	443.657894737	283.0	2.06598
WT3	5.99622777041	477.571428571	296.0	2.19412
KO1	5.86631524226	501.757575758	289.0	1.93903
KO4	5.94251807853	467.0	293.0	2.14656
WT5	5.63059918168	441.272727273	279.0	2.04959
KO8	5.85410104204	369.75	256.0	1.9288
OE6	5.67831771925	385.523809524	258.0	1.82707
OE5	5.83226417452	411.947368421	271.0	1.8969
WT7	6.18760417115	541.058823529	302.0	2.0659
OE7	5.71318858273	387.976744186	261.0	1.9239
WT9	5.54840163348	360.065217391	263.0	2.09908
OE1	5.86830054334	478.451612903	267.0	1.96208
OE9	5.84890984977	372.926829268	257.0	1.93634
