	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.34249929077	423.133333333	285.0	1.95379
WT8	5.12540222121	314.5	217.0	1.37346
KO2	6.14589879601	438.568181818	279.0	1.99961
KO5	6.09988154026	422.489795918	284.0	1.84086
OE2	5.70493674312	449.121212121	247.0	2.06426
WT1	5.4449053568	381.028571429	248.0	2.16017
WT2	5.98392140107	385.595744681	276.0	2.14673
WT4	5.9462501438	554.03030303	284.0	1.96911
KO7	5.89835336384	374.068181818	257.0	2.09351
KO3	4.86735891569	369.285714286	225.0	1.50905
WT6	5.71445338097	342.636363636	239.0	1.81576
KO9	5.99331751378	384.263157895	254.0	1.77741
WT3	5.94245227257	338.222222222	259.0	1.98311
KO1	5.79487960232	389.731707317	254.0	2.08623
KO4	5.95783878255	347.0	254.0	1.80901
WT5	5.63475990865	405.15	258.0	2.14461
KO8	5.88101388528	481.391304348	244.0	1.90982
OE6	5.69672754359	352.675675676	232.0	1.82594
OE5	5.79336210197	332.108108108	231.0	1.85293
WT7	6.081278746	363.509090909	268.0	1.93337
OE7	5.65134262288	342.666666667	224.0	1.91726
WT9	5.48130490858	384.418604651	245.0	2.0004
OE1	5.83170320927	344.578947368	232.0	1.867
OE8	5.91831525616	338.41025641	238.0	1.93774
OE9	5.78471566643	299.659574468	229.0	1.9161
