	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.36062410323	526.023255814	337.0	2.07261
WT8	5.16866481666	425.418181818	289.0	1.92236
KO2	6.18183415267	563.717391304	343.0	2.14419
KO5	6.13840732179	541.566037736	350.0	1.97557
WT1	5.44976725674	469.0	314.0	2.0237
WT2	5.97710793975	490.272727273	328.0	2.28599
WT4	6.03565476433	645.727272727	353.0	2.07087
KO7	5.96761936724	451.558139535	307.0	2.04957
KO3	4.79722737776	475.538461538	280.0	2.03564
WT6	5.83590029959	453.981132075	317.0	1.96197
KO9	6.0960978615	494.87755102	329.0	2.06955
WT3	6.03056636239	492.285714286	329.0	2.26325
KO1	5.83254305901	409.0	302.0	2.15987
KO4	5.91281853143	470.571428571	309.0	2.02765
WT5	5.67116889166	419.936170213	297.0	1.92782
KO8	5.87760555751	472.837209302	304.0	1.90394
OE6	5.73782901039	416.317073171	278.0	1.92451
WT7	6.15785027477	457.222222222	325.0	2.06487
OE7	5.72329536769	426.058823529	293.0	2.02501
WT9	5.52148462292	492.069767442	306.0	2.12218
OE9	5.86187277159	382.020833333	283.0	1.9515
