	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.34276024983	458.0	335.0	2.0875
WT8	5.07452212837	414.130434783	279.0	1.88675
KO2	6.21802289064	548.348837209	338.0	2.05488
KO5	6.11863277142	493.684210526	342.0	2.10442
WT1	5.47906813411	447.222222222	315.0	2.15698
WT2	5.97395086763	491.518518519	341.0	2.19062
WT4	6.03357039482	516.466666667	333.0	2.15199
KO7	6.03603562139	514.611111111	337.0	2.24852
KO3	4.84954746317	397.32	273.0	1.99845
WT6	5.84576461017	438.5	309.0	1.95567
KO9	6.13199276492	482.518518519	332.0	2.13631
WT3	6.03111150256	503.132075472	335.0	2.04218
KO1	5.88164027224	424.055555556	311.0	2.18133
KO4	5.96283288178	448.565217391	311.0	1.99472
WT5	5.65262511259	395.125	292.0	1.97596
KO8	5.87148529862	459.468085106	305.0	2.03624
OE6	5.75294354408	450.512195122	285.0	1.92451
WT7	6.20520038599	499.660377358	339.0	2.04016
OE7	5.68527052782	398.695652174	280.0	2.02487
WT9	5.56189151201	436.818181818	307.0	2.13101
OE9	5.8496406831	401.434782609	285.0	1.95182
