	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.28626021245	531.692307692	310.0	2.1829
WT8	5.10833844796	410.081081081	251.0	1.79847
KO2	6.2150975418	484.25	323.0	2.24297
KO5	6.14126725336	500.75	307.0	2.04115
WT1	5.36298243434	442.826086957	285.0	1.9554
WT2	5.98576965996	397.157894737	305.0	2.19301
WT4	5.94106212914	482.840909091	301.0	2.00593
KO7	5.95867406248	459.458333333	298.0	2.18239
KO3	4.76288278483	383.895833333	259.0	1.97242
WT6	5.78378310436	427.15	280.0	1.96292
KO9	6.00365543997	517.090909091	286.0	1.91305
WT3	6.04709715792	469.637931034	316.0	2.32911
KO1	5.83836760828	436.52173913	289.0	2.19367
KO4	5.98805378683	444.222222222	296.0	1.92151
WT5	5.57275223119	364.058823529	267.0	1.90755
KO8	5.94783188819	452.153846154	287.0	1.89065
OE6	5.71046068921	392.090909091	251.0	1.7561
OE5	5.86555483812	375.902439024	267.0	1.86669
WT7	6.09134864888	497.875	301.0	2.19777
OE7	5.69126031125	416.529411765	259.0	1.9654
WT9	5.5333821118	400.882352941	279.0	1.87936
OE1	5.87713890642	431.0	266.0	1.87055
OE9	5.85304136218	355.41025641	255.0	1.92985
