	shannon	chao1	observed_otus	PD_whole_tree
KO6	5.83572307592	236.3	119.0	1.53854
WT8	4.86049139983	267.333333333	90.0	0.88019
KO2	5.84471018739	204.2	121.0	1.51179
KO5	5.72904109309	228.476190476	120.0	1.26912
OE2	5.35229543651	169.142857143	101.0	1.49163
WT1	5.18980425247	273.0	105.0	1.02015
WT2	5.66171111618	229.476190476	121.0	1.58693
WT4	5.61891655296	299.090909091	110.0	1.25484
KO7	5.48982502326	262.6	103.0	1.54002
KO3	4.62031442779	192.214285714	90.0	1.33936
WT6	5.39658654606	273.0	105.0	1.39245
OE4	5.36347718029	340.333333333	102.0	1.10295
KO9	5.62480697276	175.2	100.0	1.48898
WT3	5.72907435719	252.666666667	114.0	1.53964
KO1	5.64122620008	258.714285714	123.0	1.48044
KO4	5.631424225	282.555555556	120.0	1.09566
WT5	5.18145899843	175.0	97.0	1.03882
KO8	5.6069753862	197.0	110.0	1.64141
OE6	5.29531371242	144.555555556	92.0	0.84452
OE5	5.41284965308	134.434782609	97.0	0.90988
WT7	6.04587805161	250.473684211	127.0	1.71628
OE7	5.32097662539	185.4375	96.0	1.2709
WT9	5.3622302211	207.65	110.0	1.35431
OE1	5.61335776198	234.066666667	108.0	1.37665
OE8	5.48335561635	164.333333333	99.0	1.40328
OE9	5.4489995905	185.461538462	95.0	1.16449
OE3	5.17327463279	166.565217391	102.0	0.97638
