	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.42570743164	594.041666667	455.0	2.31505
WT8	5.15189334838	546.132075472	378.0	2.05842
KO2	6.29212952869	652.037037037	485.0	2.30081
KO5	6.17977164503	626.886792453	438.0	2.21976
WT1	5.45211873447	575.229508197	418.0	2.26308
WT2	6.02898219596	644.842105263	454.0	2.35203
WT4	6.06961212081	630.259259259	481.0	2.12985
KO7	6.04033885682	649.375	439.0	2.22733
KO3	4.8923275206	552.404255319	374.0	2.22952
WT6	5.87469296683	581.018518519	416.0	2.14554
KO9	6.15967529792	544.478873239	430.0	2.22728
WT3	6.08694640382	568.743589744	444.0	2.35187
KO1	5.94424943695	614.380952381	437.0	2.24865
KO4	6.04542985605	574.542372881	428.0	2.13862
WT5	5.69316504488	551.56	389.0	2.1968
KO8	5.94597860512	574.909090909	408.0	2.07893
WT7	6.22210001743	624.774647887	461.0	2.12335
WT9	5.62222781309	598.454545455	419.0	2.19707
