	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.38521316496	527.108695652	342.0	2.02118
WT8	5.11034818077	374.25	264.0	1.88907
KO2	6.14768348827	523.666666667	341.0	2.03597
KO5	6.18029877061	505.018181818	343.0	2.04292
WT1	5.44875684923	483.87755102	318.0	2.18179
WT2	5.97734903779	510.659574468	335.0	2.27051
WT4	6.07200497253	509.12	344.0	2.08573
KO7	6.02465476235	512.956521739	325.0	2.02591
KO3	4.92160705664	407.893617021	278.0	2.07022
WT6	5.83482673504	387.403846154	296.0	1.97036
KO9	6.06730887172	413.428571429	302.0	2.02332
WT3	6.00925397413	446.0	327.0	2.23579
KO1	5.84419109742	442.245283019	312.0	1.97968
KO4	5.95764892271	465.11627907	310.0	2.26405
WT5	5.57944352414	401.571428571	288.0	2.14559
KO8	5.98689225103	517.12244898	327.0	1.99743
OE6	5.74913175502	425.153846154	277.0	1.89482
WT7	6.19861709561	479.842105263	335.0	2.18985
OE7	5.72102841932	406.936170213	284.0	2.01233
WT9	5.54168549905	483.6875	309.0	2.0963
OE9	5.85308978034	431.45	287.0	1.97333
