	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.24239562664	344.108108108	213.0	1.76347
WT8	5.0556790152	232.181818182	159.0	1.70708
KO2	5.99822503441	308.344827586	191.0	1.93693
KO5	6.04390485971	324.441176471	204.0	1.75756
OE2	5.62845053111	337.037037037	182.0	1.80786
WT1	5.29395672011	319.454545455	187.0	1.52379
WT2	5.86869615138	343.75	209.0	1.91491
WT4	5.83907301562	305.763157895	198.0	1.80758
KO7	5.76779500503	434.44	199.0	1.8456
KO3	4.82720622039	300.8125	170.0	1.33322
WT6	5.69320029681	359.75	190.0	1.29486
OE4	5.65737320265	340.5	181.0	1.41812
KO9	5.86739021961	322.193548387	193.0	1.82828
WT3	6.04496336501	355.083333333	212.0	1.78658
KO1	5.62869217388	277.896551724	177.0	1.87552
KO4	5.81150268525	338.032258065	194.0	1.8073
WT5	5.37540280841	264.024390244	179.0	1.78092
KO8	5.80309004928	285.181818182	187.0	1.42226
OE6	5.66630008226	250.875	171.0	1.68698
OE5	5.70236302499	264.033333333	174.0	1.68722
WT7	5.96298984544	376.476190476	190.0	1.86396
OE7	5.6106635062	269.896551724	169.0	1.741
WT9	5.3499408989	283.885714286	177.0	1.88487
OE1	5.78681162484	254.441176471	175.0	1.8574
OE8	5.87828351649	299.714285714	184.0	1.7411
OE9	5.79059665424	311.076923077	177.0	1.65419
OE3	5.48280938066	259.666666667	171.0	1.41402
