	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.32253007117	535.555555556	373.0	2.29245
WT8	5.17189827249	467.630434783	315.0	1.94694
KO2	6.1703470615	596.788461538	379.0	2.19908
KO5	6.1332907643	580.484375	394.0	1.99665
WT1	5.45885527106	532.20754717	359.0	2.20402
WT2	5.98422843938	513.270833333	367.0	2.14319
WT4	6.03768303476	513.0	384.0	2.09521
KO7	5.99616787488	554.734693878	359.0	2.21857
KO3	4.90719960785	462.285714286	319.0	2.02887
WT6	5.80916338424	516.12	351.0	1.93342
KO9	6.09391305986	459.590163934	354.0	2.2241
WT3	6.07097128798	501.015151515	372.0	2.20249
KO1	5.88672497489	551.06	362.0	2.13783
KO4	6.01999956655	551.058823529	363.0	2.23452
WT5	5.61203799472	527.684210526	327.0	2.10817
KO8	5.92931588004	502.255319149	340.0	2.00143
WT7	6.15604008811	530.982758621	368.0	2.12365
WT9	5.56830520079	530.957446809	347.0	2.19045
