	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.29051469716	527.909090909	361.0	1.98345
WT8	5.12307997418	453.270833333	307.0	1.96646
KO2	6.18890843881	518.2	361.0	2.03535
KO5	6.10757846949	589.522727273	362.0	2.14349
WT1	5.52967380858	495.442307692	344.0	2.22573
WT2	6.05525974544	553.846153846	391.0	2.10259
WT4	6.11157473261	600.915254237	396.0	2.1074
KO7	5.99090539157	513.146341463	339.0	2.18347
KO3	4.846437098	491.117647059	319.0	2.23637
WT6	5.82141218994	528.0	336.0	1.87754
KO9	6.11651241196	508.02	348.0	2.01383
WT3	6.0242540138	504.590163934	365.0	2.35143
KO1	5.91322654812	471.263157895	346.0	2.17926
KO4	5.98413741597	443.610169492	342.0	2.20484
WT5	5.64776906864	483.357142857	319.0	2.19674
KO8	5.90097814538	523.909090909	347.0	2.21973
WT7	6.18013412501	590.534883721	361.0	2.24189
WT9	5.63785525922	539.0	338.0	2.07156
