	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.39969789512	657.272727273	393.0	2.11512
WT8	5.12132143741	422.571428571	309.0	1.96463
KO2	6.22550636388	558.220338983	398.0	2.25764
KO5	6.13099625544	589.80952381	368.0	1.93095
WT1	5.51373208947	588.037735849	380.0	2.16082
WT2	5.98325023999	510.067567568	395.0	2.21384
WT4	6.02186182999	634.083333333	395.0	2.13973
KO7	6.03139601625	540.529411765	371.0	2.27021
KO3	4.85633400971	494.0	311.0	2.02737
WT6	5.79054183317	465.0	348.0	1.95412
KO9	6.09891942233	509.596491228	367.0	2.11327
WT3	6.08451978368	489.846153846	380.0	2.33721
KO1	5.89950098384	531.2	375.0	2.06379
KO4	6.01339883587	590.651162791	374.0	2.08699
WT5	5.65936230102	480.8125	337.0	2.17507
KO8	5.963041108	511.392857143	357.0	1.96691
WT7	6.22450734065	580.017241379	395.0	2.23474
WT9	5.54362481527	481.355932203	350.0	2.19798
