	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.41413036621	499.132075472	336.0	2.1153
WT8	5.09266964966	400.142857143	260.0	1.79174
KO2	6.167186574	504.47826087	325.0	2.04287
KO5	6.11336636872	527.512195122	323.0	2.00958
WT1	5.35807613515	381.019607843	282.0	2.04584
WT2	6.04410540611	485.916666667	344.0	2.13177
WT4	5.99358827644	526.212765957	328.0	1.98042
KO7	5.99702855597	416.362068966	313.0	2.09323
KO3	4.84162418685	424.75	276.0	2.01963
WT6	5.81459592552	440.666666667	295.0	1.84058
KO9	6.12983411168	443.5625	307.0	2.0588
WT3	5.98063292694	582.3125	308.0	2.3296
KO1	5.8123200981	437.75	299.0	2.24803
KO4	6.06829806	441.057692308	315.0	2.15971
WT5	5.56350969306	381.0	271.0	1.99779
KO8	5.91634373124	438.0	290.0	1.95885
OE6	5.73583145421	420.15	273.0	1.90251
OE5	5.85092012833	396.441860465	279.0	1.91176
WT7	6.17585817847	599.028571429	325.0	1.9981
OE7	5.66599756791	397.0	267.0	1.96563
WT9	5.55547942446	405.4	277.0	2.05252
OE9	5.85374550992	387.772727273	273.0	1.97335
