	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.32974998861	470.279069767	307.0	1.99176
WT8	5.17202915469	394.255319149	262.0	1.88554
KO2	6.18292012453	477.285714286	314.0	1.96874
KO5	6.08598168191	549.325	313.0	1.95396
WT1	5.38974534938	421.41025641	276.0	2.07963
WT2	5.95165711567	439.784313725	309.0	2.19369
WT4	6.00461469931	544.357142857	316.0	1.95707
KO7	5.91493473171	382.4	266.0	2.04716
KO3	4.76217388074	384.193548387	234.0	1.8577
WT6	5.82133410544	449.75	283.0	1.94789
KO9	6.09513964242	411.459016393	304.0	2.12354
WT3	6.07577971306	536.487179487	308.0	2.11569
KO1	5.84652985543	381.127659574	280.0	2.01727
KO4	5.9430126853	457.333333333	296.0	2.07199
WT5	5.66353313888	386.238095238	266.0	1.94371
KO8	5.94530098918	434.609756098	283.0	1.78753
OE6	5.72726923984	453.551724138	258.0	1.84782
OE5	5.86955233272	398.976744186	272.0	1.86822
WT7	6.11136229815	490.384615385	298.0	1.978
OE7	5.67869294468	448.285714286	257.0	1.99747
WT9	5.53675909224	450.651162791	279.0	1.98385
OE1	5.87549252884	436.285714286	265.0	1.96206
OE9	5.85136194791	377.56097561	264.0	1.97337
