	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.39840677828	610.230769231	436.0	2.12982
WT8	5.16355216832	529.018181818	367.0	2.05826
KO2	6.25419410708	652.567567568	463.0	2.26714
KO5	6.17093873504	566.0	429.0	2.21975
WT1	5.47442602342	573.725490196	399.0	2.24106
WT2	6.07219536938	610.428571429	447.0	2.35203
WT4	6.08608281147	647.182926829	472.0	2.12985
KO7	5.9871064353	545.5625	400.0	2.26983
KO3	4.93262903724	511.015151515	376.0	2.15493
WT6	5.85832503512	579.064516129	413.0	2.14601
KO9	6.12001251482	584.288135593	417.0	2.29385
WT3	6.08156939956	615.196721311	432.0	2.32975
KO1	5.91404076881	565.692307692	416.0	2.26048
KO4	6.00879892743	582.985074627	425.0	2.35175
WT5	5.68398849013	543.6	384.0	2.21903
KO8	5.95507557944	652.590909091	402.0	2.095
WT7	6.22562734783	629.25862069	434.0	2.2559
WT9	5.61533760256	546.810344828	400.0	2.26274
