	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.13242059816	312.777777778	204.0	1.9412
WT8	4.88680119781	238.25	152.0	1.19218
KO2	6.09505644626	297.7	202.0	1.92628
KO5	6.02483385485	346.216216216	207.0	1.90998
OE2	5.6100296464	274.935483871	173.0	1.69015
WT1	5.22469576966	348.37037037	183.0	1.79308
WT2	5.66002500786	325.714285714	189.0	1.58056
WT4	5.91919892305	305.065217391	208.0	1.77801
KO7	5.88064179035	356.0	195.0	1.979
KO3	4.76167475559	294.535714286	164.0	1.76654
WT6	5.64196911377	366.136363636	180.0	1.27371
OE4	5.5887238594	349.44	182.0	1.43641
KO9	5.84691221906	348.444444444	190.0	1.84922
WT3	5.90999785127	331.642857143	209.0	1.99136
KO1	5.76272421742	296.837837838	191.0	1.70313
KO4	5.81747819606	364.043478261	186.0	1.98484
WT5	5.560442983	349.875	183.0	1.32244
KO8	5.65427602699	263.620689655	173.0	1.61823
OE6	5.57761830771	245.303030303	170.0	1.62497
OE5	5.61998987084	276.24137931	170.0	1.63611
WT7	6.04976758755	301.447368421	203.0	1.86358
OE7	5.66241453275	282.965517241	174.0	1.83922
WT9	5.51546234814	283.516129032	179.0	1.65783
OE1	5.80013826586	396.058823529	176.0	1.55391
OE8	5.86875156184	258.083333333	181.0	1.87164
OE9	5.65674053881	231.171428571	168.0	1.73125
OE3	5.41666517517	225.088235294	162.0	1.22111
