	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.35468877919	683.788461538	433.0	2.25547
WT8	5.16715357865	512.3125	356.0	2.01452
KO2	6.24414160441	633.90625	445.0	2.25777
KO5	6.15770463646	615.428571429	429.0	2.24173
WT1	5.52921335397	536.753424658	411.0	2.28486
WT2	5.9874682909	597.75	424.0	2.29375
WT4	6.06095839642	574.865853659	444.0	2.08332
KO7	6.03339390568	536.144927536	407.0	2.27098
KO3	4.89852029889	506.888888889	354.0	2.155
WT6	5.85642057398	569.381818182	400.0	2.0354
KO9	6.11648799098	555.660377358	395.0	2.25117
WT3	6.07497859311	568.313432836	421.0	2.35187
KO1	5.91155583769	628.62	414.0	2.21976
KO4	5.99475079976	652.195652174	406.0	2.3084
WT5	5.66721897392	523.333333333	362.0	2.1748
KO8	5.93090819984	573.82	382.0	2.25748
WT7	6.19038134217	642.892857143	427.0	2.30051
WT9	5.63431439437	556.681818182	405.0	2.16832
