	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.3923210133	559.6	365.0	2.15941
WT8	5.15167793118	447.468085106	293.0	1.95337
KO2	6.17556416245	540.595744681	351.0	2.22301
KO5	6.10542985143	488.2	343.0	1.95289
WT1	5.46853617162	418.935483871	324.0	2.20377
WT2	5.96880215842	505.962264151	355.0	2.28075
WT4	6.08501113398	562.015873016	387.0	2.11745
KO7	5.95420514428	551.0	336.0	2.04094
KO3	4.88674806037	454.357142857	290.0	1.88474
WT6	5.79287300439	436.375	316.0	1.76213
KO9	6.05184060985	500.307692308	344.0	2.25082
WT3	6.04684048585	510.25	349.0	2.2487
KO1	5.87536462002	486.518518519	336.0	2.05364
KO4	5.95429903216	474.981132075	338.0	2.13095
WT5	5.63513030141	509.024390244	320.0	2.13144
KO8	5.84525182957	517.133333333	325.0	2.02003
WT7	6.15531020192	548.717391304	355.0	1.97639
OE7	5.7138781052	399.0	296.0	1.95512
WT9	5.53450887672	451.02173913	311.0	2.042
