	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.4009151785	575.313432836	428.0	2.31505
WT8	5.18271987409	494.163934426	363.0	2.03636
KO2	6.23995431599	586.03125	434.0	2.16523
KO5	6.1724525761	613.949152542	422.0	2.08638
WT1	5.48704977122	616.717391304	396.0	2.22635
WT2	6.00351475948	580.424242424	433.0	2.28124
WT4	6.04112448967	563.701149425	447.0	2.15217
KO7	5.99999804332	542.0	389.0	2.2635
KO3	4.88062760407	475.051724138	354.0	2.20175
WT6	5.86132572438	568.263157895	400.0	1.94672
KO9	6.17494919475	573.454545455	409.0	2.20556
WT3	6.08047838964	566.081081081	425.0	2.33701
KO1	5.89158943462	526.514285714	403.0	2.17855
KO4	5.99455177584	563.3	393.0	2.30779
WT5	5.71491036736	596.840909091	382.0	2.21166
KO8	5.98311095636	511.092307692	388.0	2.10781
WT7	6.19235532599	613.397058824	431.0	2.07866
WT9	5.62240651804	555.982758621	393.0	2.22706
