	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.36274189268	571.631578947	391.0	2.235
WT8	5.15428234228	524.523809524	331.0	1.94918
KO2	6.20590528827	604.181818182	401.0	2.11144
KO5	6.17774414643	601.185185185	397.0	1.97301
WT1	5.50974833202	556.631578947	376.0	2.1825
WT2	5.95730834645	584.754098361	404.0	2.24686
WT4	6.09967632478	569.013157895	420.0	2.13033
KO7	5.99983535902	488.31884058	376.0	2.24149
KO3	4.86141965871	512.5	325.0	2.14842
WT6	5.85410730668	516.328125	375.0	1.92916
KO9	6.08892421749	493.685185185	357.0	1.93347
WT3	6.08306757194	556.362068966	391.0	2.32947
KO1	5.92118323202	525.378378378	392.0	2.22334
KO4	6.05780916351	561.125	381.0	2.10902
WT5	5.67078235638	450.192307692	337.0	2.1752
KO8	5.96239975706	516.37254902	357.0	1.99068
WT7	6.1795663873	566.671875	399.0	2.24187
WT9	5.63940612515	488.015873016	365.0	2.02057
