	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.39358005295	565.022222222	367.0	2.08053
WT8	5.14942943669	488.0	305.0	1.91146
KO2	6.27558618103	539.0	396.0	2.15383
KO5	6.13802335919	487.169491525	360.0	1.95258
WT1	5.43315137194	583.108695652	353.0	2.22828
WT2	6.00297912074	478.052631579	359.0	2.20242
WT4	6.03227511351	604.117647059	385.0	2.10729
KO7	6.03626689255	539.108695652	354.0	2.24917
KO3	4.86314888857	416.705882353	297.0	2.11182
WT6	5.81963390213	471.362068966	342.0	1.92176
KO9	6.12067906038	516.660377358	356.0	2.0099
WT3	6.08607538413	543.75	370.0	2.32911
KO1	5.8956929791	556.0	358.0	2.26355
KO4	5.9415328733	501.962264151	351.0	2.286
WT5	5.59471389544	460.0	312.0	2.09546
KO8	5.93246483312	492.638297872	333.0	1.93488
WT7	6.16386547899	542.267857143	371.0	2.07904
WT9	5.61554092102	565.0	352.0	2.01972
