	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.39117885606	594.949152542	403.0	2.10863
WT8	5.17308126712	510.727272727	326.0	2.01426
KO2	6.20090912406	589.131147541	401.0	2.05672
KO5	6.16280556689	610.52	390.0	2.17294
WT1	5.43844007046	570.021276596	363.0	2.19682
WT2	6.00971013017	536.887096774	391.0	2.29293
WT4	6.04080506253	657.474576271	414.0	2.10757
KO7	5.96615404422	462.12244898	342.0	1.99936
KO3	4.90799617918	407.818181818	316.0	2.09898
WT6	5.8268253846	508.93220339	369.0	1.90686
KO9	6.08290135341	479.050847458	356.0	2.0542
WT3	6.07232576718	539.220338983	379.0	2.28528
KO1	5.87488864919	548.875	366.0	2.27047
KO4	5.93146421496	468.0	358.0	2.31418
WT5	5.67528864032	552.738095238	350.0	2.19708
KO8	5.95959875647	628.0	364.0	2.07166
WT7	6.24124879993	594.131147541	401.0	2.27892
WT9	5.5828875727	488.047619048	357.0	2.21861
