	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.34269896925	598.557692308	395.0	2.17407
WT8	5.14281936809	531.734693878	336.0	2.05812
KO2	6.25373764649	536.085714286	403.0	2.26451
KO5	6.25030451862	529.044117647	398.0	2.16951
WT1	5.44311829747	587.928571429	383.0	2.21939
WT2	6.02034643297	526.93220339	387.0	2.26465
WT4	6.11936088077	644.545454545	432.0	2.13031
KO7	5.99987667692	540.695652174	364.0	2.17465
KO3	4.92698569484	529.717948718	331.0	2.18583
WT6	5.85530417292	526.75	363.0	2.10168
KO9	6.07245081102	511.875	348.0	2.06407
WT3	6.09667412469	557.75862069	390.0	2.31475
KO1	5.90458598174	648.666666667	380.0	2.23856
KO4	6.02190375727	533.779661017	385.0	2.09434
WT5	5.67902396949	476.375	351.0	2.16059
KO8	5.95021053065	534.695652174	358.0	2.02134
WT7	6.20132897284	568.544117647	402.0	2.10165
WT9	5.60470596409	531.55	374.0	2.16856
