	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.33041378434	438.0	293.0	2.04339
WT8	5.08697021384	350.926829268	235.0	1.77552
KO2	6.12445152801	473.333333333	304.0	1.90275
KO5	6.11396030821	425.45	281.0	1.93541
OE2	5.76963351159	375.018867925	266.0	1.93897
WT1	5.49756429524	451.243902439	280.0	2.1129
WT2	5.96321028638	404.333333333	283.0	1.95657
WT4	5.97127229126	504.0	295.0	2.04123
KO7	6.00295138296	451.0	281.0	2.08383
KO3	4.77363334191	351.027777778	227.0	1.46247
WT6	5.71418846959	384.705882353	265.0	1.80169
KO9	6.05137228894	423.162790698	276.0	2.04592
WT3	5.97841422421	384.375	285.0	2.02704
KO1	5.88296807628	387.42	274.0	2.1208
KO4	5.95851010079	431.894736842	277.0	1.96153
WT5	5.57354973086	366.027777778	242.0	1.85054
KO8	5.95613151832	423.4	268.0	1.96829
OE6	5.71673591805	344.837837838	239.0	1.87422
OE5	5.82813903751	378.384615385	254.0	1.86655
WT7	6.11419886633	456.27027027	276.0	2.02707
OE7	5.68180530456	418.027027027	256.0	2.02487
WT9	5.62147402493	420.52173913	273.0	1.98504
OE1	5.86788212796	423.171428571	255.0	1.82594
OE8	5.93172480233	347.923076923	252.0	1.91604
OE9	5.84655273239	420.636363636	252.0	1.81663
