	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.40187434729	627.764705882	459.0	2.11558
WT8	5.16855563998	522.181818182	379.0	2.05814
KO2	6.25254779147	643.068493151	471.0	2.30163
KO5	6.20071828805	627.0	456.0	2.30735
WT1	5.51044414306	577.086956522	432.0	2.22605
WT2	6.04869056316	612.085714286	465.0	2.32943
WT4	6.11334142675	644.876404494	491.0	2.15163
KO7	6.04148327673	591.040540541	448.0	2.28509
KO3	4.91638466107	502.230769231	383.0	2.11635
WT6	5.85125510334	566.684210526	415.0	2.13185
KO9	6.10587580363	577.333333333	421.0	2.24927
WT3	6.09218087412	596.217391304	447.0	2.35187
KO1	5.89425609493	548.054054054	424.0	2.24153
KO4	5.99863383084	573.818181818	419.0	2.13132
WT5	5.68321115184	527.982142857	394.0	2.24736
KO8	5.98392158563	597.0	417.0	2.0492
WT7	6.20830928349	715.85	465.0	2.12427
WT9	5.62415537609	558.014925373	421.0	2.15212
