	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.37614479485	636.166666667	418.0	2.13032
WT8	5.14009439937	466.047619048	345.0	1.99203
KO2	6.26021026429	598.753424658	431.0	2.27961
KO5	6.17361936579	623.8	415.0	2.10821
WT1	5.42074580426	528.684210526	377.0	2.26288
WT2	6.04728726094	609.551724138	422.0	2.29499
WT4	6.07841686886	578.013888889	431.0	2.06401
KO7	6.00133515145	710.365853659	404.0	2.04911
KO3	4.86995749652	459.444444444	348.0	2.18522
WT6	5.87408373054	570.611111111	393.0	1.96981
KO9	6.13120816427	566.125	386.0	2.22394
WT3	6.09074565267	580.147540984	409.0	2.3299
KO1	5.85748927556	565.4375	377.0	2.2015
KO4	6.04156080252	672.65	397.0	2.17425
WT5	5.6582373676	546.622222222	366.0	2.13873
KO8	5.9602069485	592.7	381.0	2.04291
WT7	6.240395044	558.136986301	421.0	2.09645
WT9	5.64478473862	548.803278689	387.0	2.26356
