	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.37708841223	610.725806452	440.0	2.29292
WT8	5.17914341891	523.56	361.0	2.03635
KO2	6.23734848362	615.114285714	449.0	2.12353
KO5	6.1738302717	613.372881356	429.0	2.0419
WT1	5.52744345746	552.090909091	413.0	2.24104
WT2	6.00141103552	538.631578947	430.0	2.30097
WT4	6.11061261511	625.197368421	462.0	2.15217
KO7	6.05048809831	600.82	409.0	2.2938
KO3	4.90502525391	501.725490196	357.0	2.18167
WT6	5.87467402886	516.375	391.0	2.10176
KO9	6.06805709934	535.775862069	400.0	2.1059
WT3	6.08657551122	610.838709677	433.0	2.17453
KO1	5.92822030624	548.208333333	415.0	2.27063
KO4	6.07003649515	636.448275862	428.0	2.10826
WT5	5.68535892255	508.263157895	383.0	2.21919
KO8	5.95809069985	592.882352941	391.0	2.11657
WT7	6.21232880755	669.448275862	439.0	2.21256
WT9	5.58747130636	538.328125	397.0	2.23496
