	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.43264306636	691.133333333	412.0	2.2567
WT8	5.16573129639	470.0	345.0	2.01135
KO2	6.21692424262	574.388888889	415.0	2.23565
KO5	6.16531591862	575.055555556	400.0	2.26347
WT1	5.49127661009	499.1	372.0	2.18225
WT2	5.97318260089	582.0	408.0	2.30827
WT4	6.02968532064	590.666666667	418.0	2.11733
KO7	6.05408295745	534.916666667	393.0	2.2481
KO3	4.86630249279	480.654545455	342.0	2.18499
WT6	5.86935917009	526.385964912	377.0	1.94373
KO9	6.10931550957	501.5	371.0	2.00929
WT3	6.07754486621	588.3	407.0	2.17407
KO1	5.90334328337	584.018518519	388.0	2.20912
KO4	6.00870864181	632.162790698	386.0	2.13704
WT5	5.65493675708	609.108108108	361.0	2.11511
KO8	5.93300314097	481.15625	362.0	1.98212
WT7	6.23660565624	551.430769231	406.0	2.28665
WT9	5.5845032013	526.818181818	372.0	2.21227
