	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.34505699327	614.75	426.0	2.3073
WT8	5.15345852398	506.542372881	360.0	1.99886
KO2	6.25384370246	640.884057971	440.0	2.30115
KO5	6.19782146674	627.873015873	431.0	2.08344
WT1	5.48304939423	587.4	390.0	2.20423
WT2	6.02234211732	557.0	424.0	2.31475
WT4	6.04838912987	629.638888889	444.0	2.17423
KO7	6.05192553654	543.732142857	394.0	2.19685
KO3	4.89182358642	472.818181818	343.0	2.24362
WT6	5.8740354993	449.985915493	376.0	1.98839
KO9	6.14732954695	607.444444444	406.0	2.22174
WT3	6.06279177912	545.092307692	408.0	2.32976
KO1	5.92249053617	650.611111111	418.0	2.27063
KO4	6.03953463872	527.163934426	396.0	2.35203
WT5	5.63838638036	525.75	358.0	2.19706
KO8	6.0462817415	573.333333333	403.0	2.11751
WT7	6.19260717397	540.295774648	411.0	2.04208
WT9	5.57726167177	571.226415094	385.0	2.16251
