	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.31287792007	529.571428571	333.0	2.17603
WT8	5.08910318101	411.75	273.0	1.93008
KO2	6.19667286115	458.478873239	344.0	1.95283
KO5	6.12629148151	439.054545455	324.0	1.93144
WT1	5.37993288701	448.382978723	299.0	2.02673
WT2	6.0387010274	474.166666667	345.0	2.27825
WT4	6.04640283122	498.305084746	345.0	2.06592
KO7	5.90572250212	509.365853659	308.0	2.1606
KO3	4.92523054118	386.4375	277.0	2.16398
WT6	5.81263188303	479.651162791	308.0	2.10246
KO9	6.06766363372	462.163265306	314.0	2.15758
WT3	5.99111683214	460.0	320.0	2.31413
KO1	5.8155233274	433.052631579	314.0	2.18131
KO4	6.01937977385	419.4375	310.0	2.18291
WT5	5.63166564057	342.5	278.0	2.19013
KO8	5.80579906649	450.5	287.0	1.89153
OE6	5.7480264914	393.75	280.0	1.87765
WT7	6.19777085959	550.06	347.0	1.97698
OE7	5.70226562146	369.833333333	280.0	2.01001
WT9	5.49841449003	423.1875	289.0	2.1317
OE9	5.85243650149	389.208333333	284.0	1.97351
