	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.31365414626	538.571428571	357.0	2.22528
WT8	5.15673928975	460.770833333	307.0	1.91131
KO2	6.21523390394	550.25	374.0	2.08051
KO5	6.1841067038	506.775862069	371.0	2.03867
WT1	5.45286478609	534.956521739	347.0	2.21907
WT2	6.01085607205	582.428571429	381.0	2.19856
WT4	6.05142406335	723.384615385	389.0	2.11802
KO7	6.0243506457	501.344827586	359.0	2.2015
KO3	4.86052851748	439.418604651	300.0	1.98303
WT6	5.83916429683	506.6875	340.0	1.85166
KO9	6.17370839177	542.153846154	363.0	2.24151
WT3	6.03395766501	583.020408163	367.0	2.13041
KO1	5.88951127704	455.846153846	346.0	2.17214
KO4	5.96949954213	546.319148936	351.0	2.13508
WT5	5.66639055473	469.162790698	322.0	2.05758
KO8	5.93063155492	466.0	334.0	1.98388
WT7	6.1192837848	537.645833333	352.0	1.96941
WT9	5.59209642294	550.52173913	339.0	2.17561
