	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.41277710982	659.0	422.0	2.24207
WT8	5.16180535928	466.631578947	335.0	1.94859
KO2	6.27274272573	671.158730159	435.0	2.27889
KO5	6.16419844323	579.303571429	398.0	1.99769
WT1	5.46710502149	543.20754717	370.0	2.24041
WT2	6.00254433102	570.438596491	407.0	2.24169
WT4	6.06251557264	622.0	418.0	2.12971
KO7	5.95979871243	523.542372881	377.0	2.08727
KO3	4.93782182113	496.038461538	347.0	2.09714
WT6	5.85719157319	506.178571429	370.0	2.09928
KO9	6.12412972345	549.269230769	383.0	2.15839
WT3	6.1015160244	566.378787879	406.0	2.30778
KO1	5.90480526991	563.631578947	388.0	2.22687
KO4	6.0225773328	513.0	373.0	2.10881
WT5	5.65893231292	484.375	343.0	2.18237
KO8	5.950885464	566.6	372.0	2.10799
WT7	6.19517615631	580.886792453	392.0	2.06574
WT9	5.61998009039	480.154929577	371.0	2.08639
