	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.40114246706	538.083333333	344.0	2.1162
WT8	5.12128893927	437.813953488	280.0	1.9994
KO2	6.24264049231	635.32	368.0	2.30037
KO5	6.09099638687	505.395833333	328.0	1.93603
WT1	5.37837763305	505.523809524	312.0	2.07087
WT2	6.06248172148	496.038461538	347.0	2.2198
WT4	6.03654237164	480.0	349.0	2.12955
KO7	5.97916566659	477.638297872	318.0	2.26278
KO3	4.87651636704	468.195652174	297.0	2.10958
WT6	5.76927266975	409.75	296.0	1.8589
KO9	6.00981644094	418.695652174	300.0	1.92253
WT3	5.96861062065	484.87755102	319.0	2.31557
KO1	5.90847829331	495.529411765	326.0	2.26309
KO4	5.93835714695	525.212765957	327.0	2.30732
WT5	5.60632258456	490.0	304.0	1.93965
KO8	5.90042880463	487.348837209	310.0	1.96524
OE6	5.73963735217	401.97826087	281.0	1.92437
WT7	6.23224866205	528.956521739	341.0	2.0639
OE7	5.71862078897	395.42	282.0	1.93238
WT9	5.62269969485	514.41025641	306.0	2.14147
OE9	5.87474467987	424.0	284.0	1.97335
